hospital_id,code,code_type,cdm_code,rev_code,description,gross_charge,discounted_cash,setting
san_ramon,,,8056093,278,CATH BLN DIL SC EUPHORA,710.0,532.5,both
san_ramon,,,8240761,278,CATH BLN DIL UROMAX UHP,1347.0,1010.25,both
san_ramon,,,8050005,278,CATH BLN IN.PACT AV DCB FISTUL,14412.0,10809.0,both
san_ramon,,,4031275,278,CATH BLN RELIANT STN GRF,5381.0,4035.75,both
san_ramon,,,8240078,278,CATH BRACHYTHER SEED ADM,18701.0,14025.75,both
san_ramon,,,8056324,278,CATH CLOTTRIEVER,44293.0,33219.75,both
san_ramon,,,8056365,278,CATH CNTRL VEIN,658.0,493.5,both
san_ramon,93455,CPT,4613455,480,CATH COR ART/GRFT S&I,19596.0,14697.0,both
san_ramon,93455,CPT,4613455,481,CATH COR ART/GRFT S&I,19596.0,14697.0,both
san_ramon,93454,CPT,4613454,480,CATH CORONARY ARTERY S&I,26698.0,20023.5,both
san_ramon,93454,CPT,4613454,481,CATH CORONARY ARTERY S&I,26698.0,20023.5,both
san_ramon,,,8031605,278,CATH CYSTO,443.0,332.25,both
san_ramon,,,4020901,278,CATH DIAL HEMOSPLIT,2448.0,1836.0,both
san_ramon,,,4031310,278,CATH DIAMONDBACK 360,20763.0,15572.25,both
san_ramon,,,8240082,278,CATH DRAINAGE,665.0,498.75,both
san_ramon,,,8245534,278,CATH DRN PARA/THORA,242.0,181.5,both
san_ramon,,,8245533,278,CATH DRN PLEURAL,3292.0,2469.0,both
san_ramon,,,8056373,278,CATH FGRTY EMBLA,290.0,217.5,both
san_ramon,,,8056439,278,CATH GLIDE,678.0,508.5,both
san_ramon,,,8240096,278,CATH GUIDING,1286.0,964.5,both
san_ramon,,,8240098,278,CATH HEMODIAL LONG TERM,12393.0,9294.75,both
san_ramon,,,8240102,278,CATH HEMODIAL SHORT TERM,4579.0,3434.25,both
san_ramon,,,8056475,278,CATH HICKMAN,865.0,648.75,both
san_ramon,,,8245731,278,CATH INF CV DL ARROW,860.0,645.0,both
san_ramon,,,8245755,278,CATH INF PICC,352.0,264.0,both
san_ramon,,,8245753,278,CATH INF PICC DL PWR,11197.0,8397.75,both
san_ramon,,,8245770,278,CATH INF RAPID TRANSIT,2752.0,2064.0,both
san_ramon,93566,CPT,4613568,480,CATH INJ R VENTRIC/ATRIA,8836.0,6627.0,both
san_ramon,93566,CPT,4613568,481,CATH INJ R VENTRIC/ATRIA,8836.0,6627.0,both
san_ramon,93567,CPT,4613569,480,CATH INJ SUPRVLV AORTOGR,5898.0,4423.5,both
san_ramon,93567,CPT,4613569,481,CATH INJ SUPRVLV AORTOGR,5898.0,4423.5,both
san_ramon,93459,CPT,4613459,480,CATH L HRT ART/GRFT,65904.0,49428.0,both
san_ramon,93459,CPT,4613459,481,CATH L HRT ART/GRFT,65904.0,49428.0,both
san_ramon,93458,CPT,4613458,480,CATH L HRT ARTERY/VENTR,64896.0,48672.0,both
san_ramon,93458,CPT,4613458,481,CATH L HRT ARTERY/VENTR,64896.0,48672.0,both
san_ramon,,,8056569,278,CATH LSR ATHR PERIPH OTW,16191.0,12143.25,both
san_ramon,93452,CPT,4613452,480,CATH LT HRT W/LTVENT,28500.0,21375.0,both
san_ramon,93452,CPT,4613452,481,CATH LT HRT W/LTVENT,28500.0,21375.0,both
san_ramon,,,8056596,278,CATH MUSHROOM MALECOT,367.0,275.25,both
san_ramon,,,8056615,278,CATH NEPHROSTOMY,1951.0,1463.25,both
san_ramon,,,4031481,278,CATH P-DIAL SAPHIRE,4118.0,3088.5,both
san_ramon,,,8056883,278,CATH PERIPH IVL SHOCKWAVE S4,13336.0,10002.0,both
san_ramon,,,4031484,278,CATH PERIT DIAL LNG TRM,815.0,611.25,both
san_ramon,,,8245900,278,CATH PICC DL MIDLINE 5,1368.0,1026.0,both
san_ramon,,,8173370,278,CATH PORT,3261.0,2445.75,both
san_ramon,,,8056668,278,CATH PTA ARMADA 35 BLLN,732.0,549.0,both
san_ramon,,,8058258,278,CATH PTA ARMADA14 BLN,1925.0,1443.75,both
san_ramon,,,4020970,278,CATH PTA DORADO,1160.0,870.0,both
san_ramon,,,8056886,278,CATH PTA DRUG COATED BLN,16699.0,12524.25,both
san_ramon,,,8058260,278,CATH PTA IN.PACT ADMIRAL,8892.0,6669.0,both
san_ramon,,,4031502,278,CATH PWR PICC SOLO SL,9323.0,6992.25,both
san_ramon,93457,CPT,4613457,480,CATH R HRT ART/GRFT ANGI,59057.0,44292.75,both
san_ramon,93457,CPT,4613457,481,CATH R HRT ART/GRFT ANGI,59057.0,44292.75,both
san_ramon,93456,CPT,4613456,480,CATH R HRT COR ART ANG,52902.0,39676.5,both
san_ramon,93456,CPT,4613456,481,CATH R HRT COR ART ANG,52902.0,39676.5,both
san_ramon,93461,CPT,4613461,480,CATH R&L HRT AR/VNT BPGF,89103.0,66827.25,both
san_ramon,93461,CPT,4613461,481,CATH R&L HRT AR/VNT BPGF,89103.0,66827.25,both
san_ramon,93460,CPT,4613460,480,CATH R&L HRT ART/VENT,73152.0,54864.0,both
san_ramon,93460,CPT,4613460,481,CATH R&L HRT ART/VENT,73152.0,54864.0,both
san_ramon,93453,CPT,4613453,480,CATH R&L HRT W/VENTRICLG,76804.0,57603.0,both
san_ramon,93453,CPT,4613453,481,CATH R&L HRT W/VENTRICLG,76804.0,57603.0,both
san_ramon,93451,CPT,4613451,480,CATH RIGHT HEART,32631.0,24473.25,both
san_ramon,93451,CPT,4613451,481,CATH RIGHT HEART,32631.0,24473.25,both
san_ramon,,,8056916,278,CATH SHOCKWAVE C2,45336.0,34002.0,both
san_ramon,,,8056701,278,CATH SINUS GUIDE,2623.0,1967.25,both
san_ramon,,,8056699,278,CATH SINUS IRRG VORTEX 2,1046.0,784.5,both
san_ramon,,,8058279,278,CATH SUPPORT CXI,1553.0,1164.75,both
san_ramon,,,4031628,278,CATH SUPPORT GOPHER,6287.0,4715.25,both
san_ramon,,,8056738,278,CATH SUPPORT TRAILBLAZER,827.0,620.25,both
san_ramon,,,8240119,278,CATH SUPRAPUBC/CYSTOSCOP,1890.0,1417.5,both
san_ramon,,,8056780,278,CATH THORACIC,102.0,76.5,both
san_ramon,,,8240091,278,CATH THROMB/EMBOLECTMY 2,692.0,519.0,both
san_ramon,,,8240121,278,CATH THROMB/EMBOLECTOMY,5184.0,3888.0,both
san_ramon,,,8056805,278,CATH TRIP-LUMEN,3976.0,2982.0,both
san_ramon,,,8031660,278,CATH URET,1422.0,1066.5,both
san_ramon,,,8041250,278,CATH URETERAL,202.0,151.5,both
san_ramon,,,8041251,278,CATH URETERAL,274.0,205.5,both
san_ramon,,,8041252,278,CATH URETERAL WV,740.0,555.0,both
san_ramon,,,8246050,278,CATH URTRL FLEXIMA,98.0,73.5,both
san_ramon,,,8240113,278,CATH US INTRAVASCULAR,6838.0,5128.5,both
san_ramon,85027,CPT,4100056,300,CBC AUTO W/O DIFF,795.0,596.25,both
san_ramon,85027,CPT,4150056,300,CBC AUTO W/O DIFF,334.0,250.5,both
san_ramon,85025,CPT,4105028,300,CBC WITH AUTO DIFF,1117.0,837.75,both
san_ramon,85025,CPT,4155028,300,CBC WITH AUTO DIFF,475.0,356.25,both
san_ramon,,,8131515,278,CBL ORTHO W CRIMP,3931.0,2948.25,both
san_ramon,,,5318976,250,CEFAZOLIN 500MG IJ,695.0,521.25,both
san_ramon,,,5318976,636,CEFAZOLIN 500MG IJ,695.0,521.25,both
san_ramon,,,5318977,250,CEFAZOLIN 500MG PMX IJ,754.0,565.5,both
san_ramon,,,5318977,636,CEFAZOLIN 500MG PMX IJ,754.0,565.5,both
san_ramon,,,5318985,250,CEFEPIME PER 500MG IJ,202.0,151.5,both
san_ramon,,,5318985,636,CEFEPIME PER 500MG IJ,202.0,151.5,both
san_ramon,,,5318989,250,CEFEPIME PER500MG PMX IJ,84.0,63.0,both
san_ramon,,,5318989,636,CEFEPIME PER500MG PMX IJ,84.0,63.0,both
san_ramon,,,5319029,250,CEFOTETAN PER 10MG IJ,2.33,1.75,both
san_ramon,,,5319029,636,CEFOTETAN PER 10MG IJ,2.33,1.75,both
san_ramon,,,5319071,250,CEFTAZ/AVIBAC.5/.125G IJ,559.0,419.25,both
san_ramon,,,5319071,636,CEFTAZ/AVIBAC.5/.125G IJ,559.0,419.25,both
san_ramon,,,5319060,250,CEFTAZIDIME PER 500MG IJ,359.0,269.25,both
san_ramon,,,5319060,636,CEFTAZIDIME PER 500MG IJ,359.0,269.25,both
san_ramon,,,5319092,250,CEFTRIAX PER250MG PMXIJ,276.0,207.0,both
san_ramon,,,5319092,636,CEFTRIAX PER250MG PMXIJ,276.0,207.0,both
san_ramon,,,5319093,250,CEFTRIAXON250MG IM KT IJ,353.0,264.75,both
san_ramon,,,5319093,636,CEFTRIAXON250MG IM KT IJ,353.0,264.75,both
san_ramon,,,5319082,250,CEFTRIAXONE PER 250MG IJ,276.0,207.0,both
san_ramon,,,5319082,636,CEFTRIAXONE PER 250MG IJ,276.0,207.0,both
san_ramon,,,5302121,250,CEFUROXIME 250MG TB,183.0,137.25,both
san_ramon,,,5302121,637,CEFUROXIME 250MG TB,183.0,137.25,both
san_ramon,,,5319101,250,CEFUROXIME PER 750MG IJ,504.0,378.0,both
san_ramon,,,5319101,636,CEFUROXIME PER 750MG IJ,504.0,378.0,both
san_ramon,,,5302129,250,CELECOXIB 100MG CP,104.0,78.0,both
san_ramon,,,5302129,637,CELECOXIB 100MG CP,104.0,78.0,both
san_ramon,,,5302130,250,CELECOXIB 200MG CP,89.0,66.75,both
san_ramon,,,5302130,637,CELECOXIB 200MG CP,89.0,66.75,both
san_ramon,89050,CPT,4109050,300,CELL COUNT MISC BODY FLD,1163.0,872.25,both
san_ramon,89050,CPT,4159050,300,CELL COUNT MISC BODY FLD,833.0,624.75,both
san_ramon,89051,CPT,4109051,300,CELL COUNT MISC W/DIFF,1066.0,799.5,both
san_ramon,89051,CPT,4159051,300,CELL COUNT MISC W/DIFF,458.0,343.5,both
san_ramon,86352,CPT,7256352,300,CELLULAR FUNCTION ASSAY/2,55.0,41.25,both
san_ramon,,,8131520,278,CEMT BN,2870.0,2152.5,both
san_ramon,,,4011935,278,CEMT BN ANTIFUL ZIMM CAP,4279.0,3209.25,both
san_ramon,,,8173507,278,CEMT BN IMAGING MATRIX,766.0,574.5,both
san_ramon,,,4011934,278,CEMT BN PL FUL ZIMMR CAP,2736.0,2052.0,both
san_ramon,,,8131522,278,CEMT BN W/ANTIBIOTIC,4190.0,3142.5,both
san_ramon,,,5302204,250,CEPHALEXIN 250MG CP,92.0,69.0,both
san_ramon,,,5302204,637,CEPHALEXIN 250MG CP,92.0,69.0,both
san_ramon,,,5302208,250,CEPHALEXIN 500MG CP,152.0,114.0,both
san_ramon,,,5302208,637,CEPHALEXIN 500MG CP,152.0,114.0,both
san_ramon,,,5314562,250,CEPHALEXIN125/5 5ML PWLQ,92.0,69.0,both
san_ramon,,,5314562,637,CEPHALEXIN125/5 5ML PWLQ,92.0,69.0,both
san_ramon,,,5314566,250,CEPHALEXIN250/5 5ML PWLQ,141.0,105.75,both
san_ramon,,,5314566,637,CEPHALEXIN250/5 5ML PWLQ,141.0,105.75,both
san_ramon,82390,CPT,7252390,300,CERULOPLASMIN,4.69,3.52,both
san_ramon,,,8130072,274,CERV COL FOAM 2PC W THOR,3837.0,2877.75,both
san_ramon,,,8130073,274,CERV COL THERMPLS FM 2PC,308.0,231.0,both
san_ramon,,,8130075,274,CERV SEMIRIG ADJ MLD CHN,1682.0,1261.5,both
san_ramon,,,4902301,360,CERVICAL MYELO LUMB INJ,5888.0,4416.0,both
san_ramon,81220,CPT,7251241,310,CFTR COMMON VARIANTS,165.0,123.75,both
san_ramon,,,4619446,360,CH GTUBE TO GJTUBE W/FLU,4873.0,3654.75,both
san_ramon,,,4617515,360,CHANGE BILIARY DRAIN CTH,5279.0,3959.25,both
san_ramon,,,4617520,360,CHANGE NEPHROSTOMY TUBE,7168.0,5376.0,both
san_ramon,,,4907520,360,CHANGE NEPHROSTOMY TUBE,7267.0,5450.25,both
san_ramon,75984,CPT,4615985,320,CHANGE PERC DRAIN CATH,4578.0,3433.5,both
san_ramon,,,4610382,360,CHANGE URETER STENT PERC,17656.0,13242.0,both
san_ramon,,,5314033,250,CHAR/SORB25GM/120ML LQ,229.0,171.75,both
san_ramon,,,5314033,637,CHAR/SORB25GM/120ML LQ,229.0,171.75,both
san_ramon,,,5314034,250,CHAR/SORB50GM/240ML LQ,270.0,202.5,both
san_ramon,,,5314034,637,CHAR/SORB50GM/240ML LQ,270.0,202.5,both
san_ramon,,,5314036,250,CHARCOAL 25GM/120ML LQ,229.0,171.75,both
san_ramon,,,5314036,637,CHARCOAL 25GM/120ML LQ,229.0,171.75,both
san_ramon,,,5314037,250,CHARCOAL 50GM/240ML LQ,270.0,202.5,both
san_ramon,,,5314037,637,CHARCOAL 50GM/240ML LQ,270.0,202.5,both
san_ramon,,,6904010,360,CHEM CAUTERY OF TISSUE,1573.0,1179.75,both
san_ramon,,,6904010,361,CHEM CAUTERY OF TISSUE,1573.0,1179.75,both
san_ramon,82397,CPT,7252397,300,CHEMILUMINESCENT ASY/2,23.93,17.95,both
san_ramon,96450,CPT,4616450,331,CHEMO ADM CNS,4299.0,3224.25,both
san_ramon,96450,CPT,4906450,331,CHEMO ADM CNS,4299.0,3224.25,both
san_ramon,71045,CPT,4901045,320,CHEST 1 VIEW,1602.0,1201.5,both
san_ramon,71046,CPT,4901046,320,CHEST 2 VIEWS,2008.0,1506.0,both
san_ramon,71047,CPT,4901047,320,CHEST 3 VIEWS,3056.0,2292.0,both
san_ramon,71048,CPT,4901030,320,CHEST 4+ VIEWS,3618.0,2713.5,both
san_ramon,86631,CPT,7256903,300,CHLAMYDIA AB/5,7.33,5.5,both
san_ramon,87491,CPT,7257492,300,CHLAMYDIA AMP PROBE/2,9.0,6.75,both
san_ramon,87491,CPT,7257491,300,CHLAMYDIA AMP PROBE/3,17.72,13.29,both
san_ramon,86632,CPT,7256629,300,CHLAMYDIA IGM,12.74,9.56,both
san_ramon,86632,CPT,7256632,300,CHLAMYDIA IGM/2,11.28,8.46,both
san_ramon,86632,CPT,7256945,300,CHLAMYDIA IGM/3,12.74,9.56,both
san_ramon,,,5302389,250,CHLORDIAZEPOXIDE 10MG CP,68.0,51.0,both
san_ramon,,,5302389,637,CHLORDIAZEPOXIDE 10MG CP,68.0,51.0,both
san_ramon,,,5302393,250,CHLORDIAZEPOXIDE 25MG CP,71.0,53.25,both
san_ramon,,,5302393,637,CHLORDIAZEPOXIDE 25MG CP,71.0,53.25,both
san_ramon,,,5334777,250,CHLORHEXID ORAL CARE KT,265.0,198.75,both
san_ramon,,,5334777,637,CHLORHEXID ORAL CARE KT,265.0,198.75,both
san_ramon,,,5314638,250,CHLORHEXIDINE 15ML LQ,27.0,20.25,both
san_ramon,,,5314638,637,CHLORHEXIDINE 15ML LQ,27.0,20.25,both
san_ramon,82435,CPT,4152439,300,CHLORIDE,58.0,43.5,both
san_ramon,82436,CPT,7252435,300,CHLORIDE URINE,2.0,1.5,both
san_ramon,82436,CPT,4102436,300,CHLORIDE URINE/2,611.0,458.25,both
san_ramon,82436,CPT,4152436,300,CHLORIDE URINE/2,298.0,223.5,both
san_ramon,,,5329245,250,CHLOROPROCAINE PER 1MG IJ,1.0,0.75,both
san_ramon,,,5329245,636,CHLOROPROCAINE PER 1MG IJ,1.0,0.75,both
san_ramon,,,5319262,250,CHLOROTHIAZID PER500MGIJ,502.0,376.5,both
san_ramon,,,5319262,636,CHLOROTHIAZID PER500MGIJ,502.0,376.5,both
san_ramon,,,5319309,250,CHLORPROMAZ UPTO 50MG IJ,124.0,93.0,both
san_ramon,,,5319309,636,CHLORPROMAZ UPTO 50MG IJ,124.0,93.0,both
san_ramon,,,5302594,250,CHLORPROMAZINE 25MG TB,72.0,54.0,both
san_ramon,,,5302594,637,CHLORPROMAZINE 25MG TB,72.0,54.0,both
san_ramon,,,5302664,250,CHLORTHALIDONE 25MG TB,68.0,51.0,both
san_ramon,,,5302664,637,CHLORTHALIDONE 25MG TB,68.0,51.0,both
san_ramon,74300,CPT,4904300,320,CHOLANGIO INTRAOP S&I INIT,4064.0,3048.0,both
san_ramon,,,4617531,360,CHOLANGIO+INJ EXIST CTH,5887.0,4415.25,both
san_ramon,,,4907531,360,CHOLANGIO+INJ EXIST CTH,5887.0,4415.25,both
san_ramon,83718,CPT,4152477,300,CHOLESTEROL HDL,367.0,275.25,both
san_ramon,82465,CPT,4102465,300,CHOLESTEROL TOTAL,108.0,81.0,both
san_ramon,82465,CPT,4152465,300,CHOLESTEROL TOTAL,61.0,45.75,both
san_ramon,82465,CPT,7252465,300,CHOLESTEROL TOTAL,30.0,22.5,both
san_ramon,,,5314680,250,CHOLESTYRAMINE 4GM PWLQ,53.0,39.75,both
san_ramon,,,5314680,637,CHOLESTYRAMINE 4GM PWLQ,53.0,39.75,both
san_ramon,88262,CPT,7270073,310,CHRM ANAL 15-20 CELL W/BND,175.0,131.25,both
san_ramon,88262,CPT,7258257,310,CHRM ANAL 15-20 CELL W/BND/2,90.95,68.21,both
san_ramon,88264,CPT,7270074,310,CHRM ANAL 20-25 CELLS,175.0,131.25,both
san_ramon,88261,CPT,7258247,310,CHRM ANAL 5 CELL W/BND,106.45,79.84,both
san_ramon,88261,CPT,7270072,310,CHRM ANAL 5 CELL W/BND,175.0,131.25,both
san_ramon,82542,CPT,7252568,300,CHROM/MASS SPEC NES QL/15,19.0,14.25,both
san_ramon,82542,CPT,7254124,300,CHROM/MASS SPEC NES QL/21,136.8,102.6,both
san_ramon,82542,CPT,7255428,300,CHROM/MASS SPEC NES QL/22,195.0,146.25,both
san_ramon,82542,CPT,7258333,300,CHROM/MASS SPEC NES QL/28,215.0,161.25,both
san_ramon,82542,CPT,7252521,300,CHROM/MASS SPEC NES QL/8,382.0,286.5,both
san_ramon,82542,CPT,7252531,300,CHROM/MASS SPEC NES QL/9,190.0,142.5,both
san_ramon,82495,CPT,7252495,300,CHROMIUM/2,6.0,4.5,both
san_ramon,88280,CPT,7270075,310,CHROMO ADD KARYOTYPES EA,50.0,37.5,both
san_ramon,88280,CPT,7258280,310,CHROMO ADD KARYOTYPES EA/2,15.94,11.96,both
san_ramon,88285,CPT,7270076,310,CHROMOSOME ADD CELL CT EA,45.0,33.75,both
san_ramon,94667,CPT,5504667,410,CHST WALL MANIPULATN INI,1177.0,882.75,both
san_ramon,94668,CPT,5504668,410,CHST WALL MANIPULATN SUB,971.0,728.25,both
san_ramon,,,5302731,250,CILOSTAZOL 100MG TB,69.0,51.75,both
san_ramon,,,5302731,637,CILOSTAZOL 100MG TB,69.0,51.75,both
san_ramon,,,5302730,250,CILOSTAZOL 50MG TB,33.0,24.75,both
san_ramon,,,5302730,637,CILOSTAZOL 50MG TB,33.0,24.75,both
san_ramon,,,5302762,250,CINACALCET 30MG TB,162.0,121.5,both
san_ramon,,,5302762,637,CINACALCET 30MG TB,162.0,121.5,both
san_ramon,,,5319388,250,CIPROFLOX PER200MG PMXIJ,1540.0,1155.0,both
san_ramon,,,5319388,636,CIPROFLOX PER200MG PMXIJ,1540.0,1155.0,both
san_ramon,,,5330547,250,CIPROFLOXACIN .3% 5ML OS,593.0,444.75,both
san_ramon,,,5330547,637,CIPROFLOXACIN .3% 5ML OS,593.0,444.75,both
san_ramon,,,5302775,250,CIPROFLOXACIN 250MG TB,152.0,114.0,both
san_ramon,,,5302775,637,CIPROFLOXACIN 250MG TB,152.0,114.0,both
san_ramon,,,5302776,250,CIPROFLOXACIN 500MGTB,183.0,137.25,both
san_ramon,,,5302776,637,CIPROFLOXACIN 500MGTB,183.0,137.25,both
san_ramon,,,5330549,250,CIPROFLOXACIN.3%3.5GM OO,1086.0,814.5,both
san_ramon,,,5330549,637,CIPROFLOXACIN.3%3.5GM OO,1086.0,814.5,both
san_ramon,,,3110150,723,CIRCUMCISION,1834.0,1375.5,both
san_ramon,,,5319391,250,CISATRACURM 2MG/ML 5MLIJ,259.0,194.25,both
san_ramon,,,5319392,250,CISATRACURM 2MG/ML10MLIJ,443.0,332.25,both
san_ramon,,,5319398,250,CISPLATIN PER 10MG IJ,950.0,712.5,both
san_ramon,,,5319398,636,CISPLATIN PER 10MG IJ,950.0,712.5,both
san_ramon,78630,CPT,5208630,341,CISTERNOGRAM,7242.0,5431.5,both
san_ramon,,,5302771,250,CITALOPRAM 10MG TB,45.0,33.75,both
san_ramon,,,5302771,637,CITALOPRAM 10MG TB,45.0,33.75,both
san_ramon,,,5302773,250,CITALOPRAM 20MG TB,68.0,51.0,both
san_ramon,,,5302773,637,CITALOPRAM 20MG TB,68.0,51.0,both
san_ramon,,,5314754,250,CITRATE MG 300ML LQ,156.0,117.0,both
san_ramon,,,5314754,637,CITRATE MG 300ML LQ,156.0,117.0,both
san_ramon,82507,CPT,7252509,300,CITRATE/2,10.0,7.5,both
san_ramon,82553,CPT,4102553,300,CK MB FRACTION,1557.0,1167.75,both
san_ramon,82553,CPT,4152553,300,CK MB FRACTION,1215.0,911.25,both
san_ramon,,,5302780,250,CLARITHROMYCIN 250MG TB,173.0,129.75,both
san_ramon,,,5302780,637,CLARITHROMYCIN 250MG TB,173.0,129.75,both
san_ramon,,,5302781,250,CLARITHROMYCIN 500MG TB,237.0,177.75,both
san_ramon,,,5302781,637,CLARITHROMYCIN 500MG TB,237.0,177.75,both
san_ramon,73000,CPT,4903000,320,CLAVICLE COMPLETE,2603.0,1952.25,both
san_ramon,,,5302814,250,CLINDAMYCIN 150MG CP,143.0,107.25,both
san_ramon,,,5302814,637,CLINDAMYCIN 150MG CP,143.0,107.25,both
san_ramon,,,5314769,250,CLINDAMYCIN 75/5 5MLPWLQ,77.0,57.75,both
san_ramon,,,5314769,637,CLINDAMYCIN 75/5 5MLPWLQ,77.0,57.75,both
san_ramon,,,5319424,250,CLINDAMYCIN PER 300MG IJ,485.0,363.75,both
san_ramon,,,5319424,636,CLINDAMYCIN PER 300MG IJ,485.0,363.75,both
san_ramon,,,5319425,250,CLINDAMYCIN PER 300MG PMX IJ,815.0,611.25,both
san_ramon,,,5319425,636,CLINDAMYCIN PER 300MG PMX IJ,815.0,611.25,both
san_ramon,,,8141285,278,CLIP ANEURANEUR,3280.0,2460.0,both
san_ramon,,,5334868,250,CLOBETASOL .05% 15GM CR,564.0,423.0,both
san_ramon,,,5334868,637,CLOBETASOL .05% 15GM CR,564.0,423.0,both
san_ramon,,,5302910,250,CLONAZEPAM .5MG TB,60.0,45.0,both
san_ramon,,,5302910,637,CLONAZEPAM .5MG TB,60.0,45.0,both
san_ramon,,,5302914,250,CLONAZEPAM 1MG TB,92.0,69.0,both
san_ramon,,,5302914,637,CLONAZEPAM 1MG TB,92.0,69.0,both
san_ramon,,,5334897,250,CLONIDINE .1MG XR TD,159.0,119.25,both
san_ramon,,,5334897,637,CLONIDINE .1MG XR TD,159.0,119.25,both
san_ramon,,,5334899,250,CLONIDINE .2MG XR TD,229.0,171.75,both
san_ramon,,,5334899,637,CLONIDINE .2MG XR TD,229.0,171.75,both
san_ramon,,,5334901,250,CLONIDINE .3MG XR TD,265.0,198.75,both
san_ramon,,,5334901,637,CLONIDINE .3MG XR TD,265.0,198.75,both
san_ramon,,,5302941,250,CLONIDINE 0.1MG TB,68.0,51.0,both
san_ramon,,,5302941,637,CLONIDINE 0.1MG TB,68.0,51.0,both
san_ramon,,,5302945,250,CLONIDINE 0.2MG TB,104.0,78.0,both
san_ramon,,,5302945,637,CLONIDINE 0.2MG TB,104.0,78.0,both
san_ramon,,,5302970,250,CLOPIDOGREL 300MG TB,355.0,266.25,both
san_ramon,,,5302970,637,CLOPIDOGREL 300MG TB,355.0,266.25,both
san_ramon,,,5302965,250,CLOPIDOGREL 75MG TB,143.0,107.25,both
san_ramon,,,5302965,637,CLOPIDOGREL 75MG TB,143.0,107.25,both
san_ramon,87324,CPT,4105006,300,CLOSTRIDIUM IA,453.0,339.75,both
san_ramon,87324,CPT,4155006,300,CLOSTRIDIUM IA,502.0,376.5,both
san_ramon,87324,CPT,4107324,300,CLOSTRIDIUM IA/2,210.0,157.5,both
san_ramon,85210,CPT,7255210,300,CLOT FACTOR II PRTHRMBN,15.0,11.25,both
san_ramon,85220,CPT,7255220,300,CLOT FACTOR V (LABILE),12.22,9.17,both
san_ramon,85230,CPT,7255230,300,CLOT FACTOR VII(STABLE),40.73,30.55,both
san_ramon,85250,CPT,7255250,300,CLOT FCTR IX(PTC/XMAS),16.29,12.22,both
san_ramon,85244,CPT,7258524,300,CLOT FCTR VIII RELATE AG,69.23,51.92,both
san_ramon,85240,CPT,7255240,300,CLOT FCTR VIII(AHG)1 STG,15.0,11.25,both
san_ramon,85240,CPT,7255231,300,CLOT FCTR VIII(AHG)1 STG/2,118.0,88.5,both
san_ramon,85260,CPT,7255260,300,CLOT FCTR X(STUART-PRWR),20.0,15.0,both
san_ramon,85270,CPT,7255270,300,CLOT FCTR XI(PTA),30.0,22.5,both
san_ramon,85280,CPT,7255280,300,CLOT FCTR XII(HAGEMANN),57.02,42.77,both
san_ramon,85290,CPT,7255290,300,CLOT FCTR XIII(FBRN STB),42.76,32.07,both
san_ramon,,,5334893,250,CLOTRIMAZ/BETAMET 15GMCR,881.0,660.75,both
san_ramon,,,5334893,637,CLOTRIMAZ/BETAMET 15GMCR,881.0,660.75,both
san_ramon,,,5334871,250,CLOTRIMAZOLE 1% 15GM CR,342.0,256.5,both
san_ramon,,,5334871,637,CLOTRIMAZOLE 1% 15GM CR,342.0,256.5,both
san_ramon,,,5334874,250,CLOTRIMAZOLE 1% 30GM CR,810.0,607.5,both
san_ramon,,,5334874,637,CLOTRIMAZOLE 1% 30GM CR,810.0,607.5,both
san_ramon,,,5334884,250,CLOTRIMAZOLE 1%45GM VCR,1009.0,756.75,both
san_ramon,,,5334884,637,CLOTRIMAZOLE 1%45GM VCR,1009.0,756.75,both
san_ramon,,,5302894,250,CLOTRIMAZOLE 10MG LZ,80.0,60.0,both
san_ramon,,,5302894,637,CLOTRIMAZOLE 10MG LZ,80.0,60.0,both
san_ramon,,,4013018,278,CMP FEM CMT NCKL SNS PR ZIM CL,27619.0,20714.25,both
san_ramon,,,4012891,278,CMP FEM OXI GN REN OXLEG SN CL,18987.0,14240.25,both
san_ramon,,,4013407,278,CMP FM UNCT 3D UNCT PTL DJO CL,18507.0,13880.25,both
san_ramon,87497,CPT,7257499,300,CMV QUANT,40.73,30.55,both
san_ramon,87497,CPT,7257497,300,CMV QUANT/2,63.0,47.25,both
san_ramon,87483,CPT,7257483,300,CNS PATHOGENS 12-25,550.0,412.5,both
san_ramon,88323,CPT,4308323,310,CNSLT/RPT REFRD MATERIAL,288.0,216.0,both
san_ramon,88323,CPT,7270084,310,CNSLT/RPT REFRD MATERIAL,65.0,48.75,both
san_ramon,88323,CPT,7270110,310,CNSLT/RPT REFRD MATERIAL/2,140.0,105.0,both
san_ramon,88321,CPT,4308321,310,CNSLT/RPT REFRD SLIDES,692.0,519.0,both
san_ramon,85347,CPT,4105347,300,COAGULATION TIME ACTIVTD,58.0,43.5,both
san_ramon,85347,CPT,4155347,300,COAGULATION TIME ACTIVTD,58.0,43.5,both
san_ramon,85347,CPT,4613585,300,COAGULATION TIME ACTIVTD,1428.0,1071.0,both
san_ramon,,,5327318,250,COCAINE 4% 4ML TS,317.0,237.75,both
san_ramon,86635,CPT,7256721,300,COCCIDIOIDES ANTIBODY/4,20.25,15.19,both
san_ramon,86635,CPT,7256722,300,COCCIDIOIDES ANTIBODY/5,20.25,15.19,both
san_ramon,86635,CPT,7257453,300,COCCIDIOIDES ANTIBODY/6,15.75,11.81,both
